ID_Vendita,Data_Vendita,Prodotto,Categoria,Città,Quantità,Prezzo_Unitario,Totale_Vendite
384,2025-01-20,Router,Accessori,Genova,27,1199.48,32385.96
385,2025-11-17,Webcam,Elettronica,Milano,49,1031.22,50529.78
386,2025-09-21,Hard Disk,Elettronica,Bologna,12,419.82,5037.84
387,2025-05-22,Mouse,Accessori,Milano,7,1647.9,11535.300000000001
388,2025-05-23,Tablet,Elettronica,Milano,3,2428.45,7285.349999999999
389,2025-04-02,Tablet,Networking,Genova,10,1414.23,14142.3
390,2025-12-20,Smartphone,Periferiche,Napoli,34,1792.59,60948.06
391,2025-11-18,Stampante,Accessori,Milano,25,189.76,4744.0
392,2025-10-15,Tablet,Elettronica,Verona,35,1055.81,36953.35
393,2025-08-03,Tastiera,Accessori,Venezia,16,308.57,4937.12
394,2025-12-08,Smartphone,Networking,Firenze,2,1539.73,3079.46
395,2025-02-20,Tablet,Accessori,Firenze,24,2347.44,56338.56
396,2025-06-02,Stampante,Accessori,Milano,10,1661.21,16612.1
397,2025-07-05,Laptop,Elettronica,Verona,38,210.47,7997.86
398,2025-03-04,Laptop,Networking,Bologna,22,899.57,19790.54
399,2025-07-09,Webcam,Periferiche,Palermo,26,1385.65,36026.9
400,2025-05-05,Hard Disk,Periferiche,Palermo,43,1019.96,43858.28
401,2025-05-30,Mouse,Elettronica,Genova,39,2087.44,81410.16
402,2025-11-10,Laptop,Accessori,Firenze,27,2040.38,55090.26
403,2025-02-27,Router,Elettronica,Milano,29,1537.34,44582.86
404,2025-12-08,Tablet,Elettronica,Palermo,47,946.18,44470.46
405,2025-11-01,Router,Elettronica,Milano,38,653.23,24822.74
406,2025-06-29,Stampante,Accessori,Genova,20,282.57,5651.4
407,2025-06-19,Laptop,Networking,Firenze,27,900.15,24304.05
408,2025-11-22,Mouse,Elettronica,Torino,41,1044.67,42831.47
409,2025-09-28,Stampante,Accessori,Venezia,20,1696.04,33920.8
410,2025-02-23,Tastiera,Networking,Venezia,44,1652.24,72698.56
411,2025-04-11,Tastiera,Elettronica,Palermo,19,193.87,3683.53
412,2025-09-21,Router,Periferiche,Venezia,20,1000.24,20004.8
413,2025-02-22,Hard Disk,Networking,Torino,35,470.81,16478.35
414,2025-03-01,Smartphone,Elettronica,Milano,47,408.9,19218.3
415,2025-04-18,Hard Disk,Networking,Genova,2,2071.71,4143.42
416,2025-01-05,Webcam,Networking,Torino,30,123.95,3718.5
417,2025-04-13,Hard Disk,Networking,Genova,34,1059.57,36025.38
418,2025-07-15,Webcam,Networking,Genova,22,437.15,9617.3
419,2025-09-19,Webcam,Networking,Firenze,3,2200.74,6602.219999999999
420,2025-12-31,Mouse,Networking,Milano,6,1401.46,8408.76
421,2025-12-16,Laptop,Elettronica,Verona,15,593.82,8907.300000000001
422,2025-02-16,Mouse,Periferiche,Venezia,27,1266.02,34182.54
423,2025-12-21,Webcam,Accessori,Verona,10,1834.09,18340.899999999998
424,2025-11-07,Stampante,Networking,Firenze,9,2396.13,21565.170000000002
425,2025-11-04,Tastiera,Accessori,Genova,33,566.71,18701.43
426,2025-05-24,Webcam,Elettronica,Palermo,32,2217.73,70967.36
427,2025-09-26,Mouse,Networking,Venezia,48,2337.07,112179.36000000002
428,2025-05-04,Stampante,Periferiche,Venezia,6,2292.72,13756.32
429,2025-04-16,Mouse,Accessori,Milano,41,1595.83,65429.03
430,2025-06-07,Hard Disk,Networking,Napoli,36,1581.96,56950.56
431,2025-05-27,Tablet,Elettronica,Roma,2,1019.96,2039.92
432,2025-05-25,Router,Periferiche,Roma,29,1885.95,54692.55
433,2025-04-30,Smartphone,Accessori,Roma,4,1337.61,5350.44
434,2025-11-15,Mouse,Accessori,Napoli,1,1700.05,1700.05
435,2025-10-02,Smartphone,Networking,Milano,19,1082.58,20569.019999999997
436,2025-04-02,Monitor,Periferiche,Napoli,26,1834.11,47686.86
437,2025-02-27,Mouse,Periferiche,Roma,25,2064.69,51617.25
438,2025-12-12,Tablet,Periferiche,Firenze,10,383.16,3831.6000000000004
439,2025-08-17,Smartphone,Periferiche,Torino,15,2085.67,31285.050000000003
440,2025-04-27,Webcam,Elettronica,Genova,22,1359.94,29918.68
441,2025-11-14,Mouse,Periferiche,Napoli,48,2114.77,101508.95999999999
442,2025-10-06,Laptop,Accessori,Milano,21,1089.63,22882.230000000003
443,2025-05-07,Router,Accessori,Milano,22,960.02,21120.44
444,2025-05-09,Tablet,Elettronica,Verona,36,2289.35,82416.59999999999
445,2025-02-27,Smartphone,Accessori,Torino,34,642.9,21858.6
446,2025-05-02,Tablet,Accessori,Palermo,30,2113.65,63409.5
447,2025-01-01,Stampante,Periferiche,Venezia,25,1220.37,30509.249999999996
448,2025-08-27,Router,Accessori,Roma,45,1294.96,58273.200000000004
449,2025-10-17,Webcam,Elettronica,Palermo,28,785.0,21980.0
450,2025-04-06,Mouse,Periferiche,Verona,1,1441.14,1441.14
451,2025-05-06,Mouse,Networking,Roma,49,826.52,40499.479999999996
452,2025-04-28,Mouse,Periferiche,Torino,45,117.39,5282.55
453,2025-02-17,Router,Elettronica,Verona,4,694.56,2778.24
454,2025-03-30,Laptop,Periferiche,Roma,7,35.82,250.74
455,2025-08-25,Monitor,Periferiche,Torino,49,2446.32,119869.68000000001
456,2025-09-29,Tastiera,Elettronica,Bologna,9,2415.05,21735.45
457,2025-07-08,Hard Disk,Periferiche,Palermo,36,999.99,35999.64
458,2025-07-11,Smartphone,Elettronica,Palermo,19,1826.36,34700.84
459,2025-03-10,Laptop,Elettronica,Venezia,1,877.6,877.6
460,2025-10-05,Webcam,Networking,Torino,10,1684.31,16843.1
461,2025-12-15,Smartphone,Accessori,Napoli,36,2017.47,72628.92
462,2025-09-04,Mouse,Accessori,Bologna,9,2367.96,21311.64
463,2025-03-17,Tablet,Periferiche,Firenze,45,1012.53,45563.85
464,2025-06-03,Webcam,Periferiche,Roma,46,1962.58,90278.68
465,2025-05-24,Smartphone,Networking,Bologna,42,679.5,28539.0
466,2025-03-27,Mouse,Networking,Torino,32,2476.02,79232.64
467,2025-07-04,Smartphone,Networking,Genova,32,83.91,2685.12
468,2025-10-12,Tablet,Elettronica,Roma,6,1516.75,9100.5
469,2025-08-08,Mouse,Networking,Milano,48,1655.57,79467.36
470,2025-03-10,Monitor,Networking,Palermo,38,1726.35,65601.3
471,2025-02-16,Laptop,Periferiche,Torino,17,318.56,5415.52
472,2025-04-04,Stampante,Networking,Milano,10,2347.55,23475.5
473,2025-08-26,Hard Disk,Elettronica,Venezia,27,469.33,12671.91
474,2025-07-23,Router,Elettronica,Verona,35,1564.43,54755.05
475,2025-08-06,Hard Disk,Periferiche,Firenze,21,572.24,12017.04
476,2025-12-07,Webcam,Networking,Firenze,25,781.9,19547.5
477,2025-02-08,Hard Disk,Networking,Milano,28,1375.22,38506.16
478,2025-04-10,Mouse,Elettronica,Palermo,47,1054.64,49568.08
479,2025-10-16,Monitor,Networking,Venezia,15,417.36,6260.400000000001
480,2025-09-11,Stampante,Networking,Genova,4,443.92,1775.68
481,2025-08-10,Laptop,Networking,Palermo,29,1057.0,30653.0
482,2025-12-23,Laptop,Accessori,Bologna,9,1898.06,17082.54
483,2025-01-23,Tablet,Periferiche,Firenze,27,2246.95,60667.649999999994
484,2025-09-07,Router,Accessori,Bologna,26,228.64,5944.639999999999
485,2025-01-10,Smartphone,Periferiche,Roma,19,994.9,18903.1
486,2025-09-03,Monitor,Elettronica,Napoli,28,268.61,7521.08
487,2025-11-21,Smartphone,Networking,Torino,17,61.15,1039.55
488,2025-04-10,Stampante,Periferiche,Venezia,43,1661.06,71425.58
489,2025-10-17,Hard Disk,Accessori,Palermo,41,1514.07,62076.869999999995
490,2025-06-29,Laptop,Networking,Firenze,42,424.29,17820.18
491,2025-08-11,Stampante,Elettronica,Bologna,20,599.86,11997.2
492,2025-09-07,Hard Disk,Periferiche,Verona,45,78.8,3546.0
493,2025-05-27,Laptop,Periferiche,Roma,40,2090.67,83626.8
494,2025-04-06,Hard Disk,Periferiche,Torino,39,2437.23,95051.97
495,2025-09-14,Router,Networking,Torino,49,355.94,17441.06
496,2025-11-21,Monitor,Accessori,Palermo,23,594.06,13663.38
497,2025-01-04,Webcam,Accessori,Venezia,47,2173.66,102162.01999999999
498,2025-01-16,Stampante,Periferiche,Genova,32,2317.63,74164.16
499,2025-10-07,Stampante,Elettronica,Verona,47,1060.68,49851.96000000001
500,2025-12-02,Tastiera,Elettronica,Palermo,33,145.54,4802.82
501,2025-09-04,Mouse,Accessori,Bologna,46,117.69,5413.74
502,2025-09-15,Router,Elettronica,Napoli,5,1443.4,7217.0
503,2025-06-09,Router,Accessori,Milano,43,994.38,42758.34
504,2025-12-06,Smartphone,Periferiche,Genova,48,91.06,4370.88
505,2025-06-01,Hard Disk,Accessori,Venezia,34,1466.47,49859.98
506,2025-06-27,Mouse,Accessori,Roma,40,48.03,1921.2
507,2025-06-12,Monitor,Periferiche,Genova,11,1972.68,21699.48
508,2025-02-02,Monitor,Elettronica,Firenze,3,779.95,2339.8500000000004
509,2025-06-28,Router,Accessori,Venezia,33,119.84,3954.7200000000003
510,2025-04-11,Monitor,Accessori,Napoli,11,1479.11,16270.21
511,2025-09-25,Tastiera,Periferiche,Firenze,16,1006.26,16100.16
512,2025-11-19,Stampante,Elettronica,Genova,18,2435.03,43830.54
513,2025-03-06,Tablet,Accessori,Milano,30,1369.61,41088.299999999996
514,2025-06-17,Webcam,Periferiche,Milano,48,702.59,33724.32
515,2025-11-26,Smartphone,Accessori,Napoli,10,1779.41,17794.100000000002
516,2025-02-12,Hard Disk,Networking,Torino,18,693.3,12479.4
517,2025-02-13,Webcam,Periferiche,Verona,38,2262.52,85975.76
518,2025-10-12,Hard Disk,Elettronica,Roma,19,949.31,18036.89
519,2025-01-12,Laptop,Elettronica,Torino,36,1383.67,49812.12
520,2025-04-05,Webcam,Elettronica,Milano,13,145.42,1890.4599999999998
521,2025-10-29,Tablet,Elettronica,Milano,46,1076.78,49531.88
522,2025-09-10,Router,Accessori,Bologna,3,2084.26,6252.780000000001
523,2025-08-30,Tastiera,Accessori,Firenze,10,2018.01,20180.1
524,2025-02-04,Stampante,Elettronica,Genova,38,576.31,21899.78
525,2025-08-03,Stampante,Elettronica,Roma,1,580.68,580.68
526,2025-12-03,Tastiera,Elettronica,Napoli,27,2046.92,55266.840000000004
527,2025-03-31,Mouse,Accessori,Genova,46,2327.39,107059.93999999999
528,2025-09-21,Laptop,Elettronica,Bologna,8,256.5,2052.0
529,2025-04-03,Hard Disk,Elettronica,Milano,46,1136.15,52262.9
530,2025-03-31,Tablet,Networking,Napoli,42,856.89,35989.38
531,2025-04-25,Monitor,Networking,Milano,17,2179.31,37048.27
532,2025-04-15,Webcam,Elettronica,Roma,9,227.14,2044.2599999999998
533,2025-07-15,Laptop,Periferiche,Firenze,6,543.59,3261.54
534,2025-11-10,Webcam,Elettronica,Genova,43,1886.12,81103.15999999999
535,2025-04-24,Tablet,Networking,Genova,25,147.21,3680.25
536,2025-03-16,Smartphone,Periferiche,Torino,39,1241.49,48418.11
537,2025-08-05,Smartphone,Periferiche,Napoli,49,1116.43,54705.07
538,2025-10-04,Laptop,Elettronica,Verona,28,849.31,23780.68
539,2025-09-06,Router,Networking,Bologna,33,998.54,32951.82
540,2025-06-13,Tablet,Networking,Verona,37,1334.25,49367.25
541,2025-12-23,Tablet,Periferiche,Torino,9,420.19,3781.71
542,2025-07-11,Tastiera,Elettronica,Roma,18,1438.55,25893.899999999998
543,2025-08-15,Router,Accessori,Bologna,21,2017.47,42366.87
544,2025-06-26,Hard Disk,Accessori,Firenze,2,1905.2,3810.4
545,2025-04-09,Hard Disk,Networking,Verona,43,401.67,17271.81
546,2025-02-05,Monitor,Accessori,Firenze,38,390.14,14825.32
547,2025-04-06,Stampante,Networking,Verona,40,685.07,27402.800000000003
548,2025-06-01,Smartphone,Networking,Firenze,36,915.47,32956.92
549,2025-05-31,Hard Disk,Networking,Verona,43,1032.97,44417.71
550,2025-07-09,Router,Accessori,Firenze,37,1705.65,63109.05
551,2025-08-12,Tablet,Networking,Torino,15,160.57,2408.5499999999997
552,2025-02-06,Hard Disk,Periferiche,Venezia,28,105.99,2967.72
553,2025-09-25,Tablet,Elettronica,Bologna,18,991.94,17854.920000000002
554,2025-07-02,Hard Disk,Elettronica,Napoli,34,1748.97,59464.98
555,2025-01-13,Smartphone,Networking,Roma,22,499.72,10993.84
556,2025-10-06,Webcam,Elettronica,Palermo,11,1610.93,17720.23
557,2025-08-05,Hard Disk,Accessori,Milano,13,664.37,8636.81
558,2025-12-21,Router,Accessori,Napoli,4,2217.49,8869.96
559,2025-12-27,Hard Disk,Elettronica,Milano,22,2241.31,49308.82
560,2025-10-13,Stampante,Accessori,Bologna,7,757.27,5300.889999999999
561,2025-09-30,Smartphone,Elettronica,Napoli,43,590.38,25386.34
562,2025-03-03,Router,Elettronica,Firenze,24,1040.03,24960.72
563,2025-03-25,Tastiera,Elettronica,Firenze,4,616.52,2466.08
564,2025-08-05,Router,Networking,Palermo,28,1687.51,47250.28
565,2025-12-08,Stampante,Elettronica,Milano,15,2068.64,31029.6
566,2025-07-06,Webcam,Networking,Roma,1,1689.27,1689.27
567,2025-01-19,Smartphone,Elettronica,Bologna,3,2064.39,6193.17
568,2025-06-26,Tastiera,Elettronica,Firenze,14,1004.54,14063.56
569,2025-04-10,Stampante,Elettronica,Venezia,38,407.67,15491.460000000001
570,2025-08-21,Stampante,Accessori,Torino,1,1850.12,1850.12
571,2025-03-17,Laptop,Networking,Torino,38,913.98,34731.24
572,2025-09-22,Smartphone,Networking,Verona,38,1684.75,64020.5
573,2025-10-11,Router,Elettronica,Roma,21,691.2,14515.2
574,2025-07-25,Tablet,Elettronica,Torino,48,221.45,10629.599999999999
575,2025-08-11,Webcam,Accessori,Verona,29,2481.6,71966.4
576,2025-02-21,Tablet,Accessori,Milano,5,407.38,2036.9
577,2025-12-05,Router,Accessori,Firenze,49,2471.28,121092.72000000002
578,2025-05-24,Router,Networking,Firenze,10,2443.65,24436.5
579,2025-03-10,Smartphone,Networking,Venezia,28,1988.67,55682.76
580,2025-04-09,Router,Networking,Napoli,21,1655.37,34762.77
581,2025-01-25,Laptop,Elettronica,Torino,7,1452.96,10170.720000000001
582,2025-02-22,Tastiera,Networking,Milano,3,2167.93,6503.789999999999
583,2025-05-31,Router,Periferiche,Genova,45,737.81,33201.45
584,2025-05-24,Tablet,Periferiche,Torino,47,1179.85,55452.95
585,2025-02-26,Router,Accessori,Roma,20,1556.09,31121.8
586,2025-02-08,Laptop,Networking,Napoli,19,1039.75,19755.25
587,2025-04-19,Hard Disk,Periferiche,Torino,35,1080.17,37805.950000000004
588,2025-06-30,Hard Disk,Accessori,Milano,4,839.11,3356.44
589,2025-02-11,Stampante,Networking,Torino,5,1419.29,7096.45
590,2025-07-05,Webcam,Elettronica,Roma,1,2129.42,2129.42
591,2025-08-11,Monitor,Periferiche,Genova,4,519.79,2079.16
592,2025-05-02,Tastiera,Elettronica,Bologna,12,2337.39,28048.68
593,2025-05-13,Mouse,Networking,Palermo,27,1728.94,46681.380000000005
594,2025-06-12,Stampante,Periferiche,Genova,42,2061.72,86592.23999999999
595,2025-08-03,Webcam,Networking,Verona,23,1399.35,32185.05
596,2025-08-09,Hard Disk,Elettronica,Torino,25,1953.2,48830.0
597,2025-08-23,Tablet,Periferiche,Firenze,21,60.18,1263.78
598,2025-11-27,Mouse,Elettronica,Venezia,24,2049.58,49189.92
599,2025-05-26,Webcam,Networking,Firenze,25,119.54,2988.5
600,2025-08-27,Webcam,Networking,Genova,45,2226.99,100214.54999999999
601,2025-03-17,Stampante,Elettronica,Firenze,46,2480.07,114083.22
602,2025-01-09,Mouse,Periferiche,Milano,32,749.29,23977.28
603,2025-03-15,Smartphone,Elettronica,Firenze,32,541.59,17330.88
604,2025-09-10,Monitor,Networking,Napoli,5,1918.1,9590.5
605,2025-08-18,Smartphone,Elettronica,Bologna,36,647.51,23310.36
606,2025-01-07,Mouse,Networking,Torino,46,2166.59,99663.14000000001
607,2025-06-23,Smartphone,Elettronica,Firenze,42,275.05,11552.1
608,2025-05-21,Laptop,Periferiche,Roma,49,332.37,16286.130000000001
609,2025-06-17,Hard Disk,Periferiche,Bologna,42,2448.3,102828.6
610,2025-06-19,Laptop,Elettronica,Bologna,39,1691.12,65953.68
611,2025-10-10,Router,Elettronica,Firenze,16,2120.28,33924.48
612,2025-05-02,Smartphone,Periferiche,Bologna,33,824.34,27203.22
613,2025-07-13,Router,Networking,Venezia,49,1697.68,83186.32
614,2025-01-05,Tablet,Periferiche,Firenze,21,1493.72,31368.12
615,2025-01-29,Tastiera,Networking,Milano,9,1515.81,13642.289999999999
616,2025-06-14,Tablet,Elettronica,Genova,6,1712.68,10276.08
617,2025-12-05,Mouse,Elettronica,Napoli,45,1446.89,65110.05
618,2025-05-16,Webcam,Networking,Palermo,35,1084.07,37942.45
619,2025-12-31,Hard Disk,Elettronica,Verona,39,704.29,27467.309999999998
620,2025-11-17,Smartphone,Networking,Bologna,22,1926.08,42373.759999999995
621,2025-12-08,Stampante,Accessori,Milano,41,581.16,23827.559999999998
622,2025-05-25,Tastiera,Periferiche,Torino,5,1737.04,8685.2
623,2025-11-23,Monitor,Accessori,Torino,42,598.67,25144.14
624,2025-08-05,Monitor,Networking,Verona,23,1570.82,36128.86
625,2025-10-28,Monitor,Periferiche,Napoli,17,1872.75,31836.75
626,2025-05-12,Smartphone,Networking,Bologna,12,562.41,6748.92
627,2025-10-19,Monitor,Periferiche,Venezia,23,168.66,3879.18
628,2025-03-11,Laptop,Periferiche,Verona,16,344.81,5516.96
629,2025-09-09,Tastiera,Periferiche,Napoli,3,1522.87,4568.61
630,2025-10-02,Laptop,Periferiche,Bologna,30,2126.63,63798.9
631,2025-12-30,Webcam,Networking,Milano,22,131.59,2894.98
632,2025-07-01,Tastiera,Periferiche,Genova,9,1840.7,16566.3
633,2025-06-16,Laptop,Periferiche,Venezia,29,866.47,25127.63
634,2025-04-01,Tastiera,Accessori,Palermo,47,1206.75,56717.25
635,2025-07-21,Webcam,Elettronica,Torino,37,2323.57,85972.09000000001
636,2025-12-12,Router,Elettronica,Roma,23,843.29,19395.67
637,2025-01-19,Smartphone,Accessori,Milano,13,1174.04,15262.52
638,2025-02-08,Smartphone,Accessori,Torino,32,53.93,1725.76
639,2025-05-06,Monitor,Networking,Firenze,46,222.36,10228.560000000001
640,2025-06-22,Tablet,Networking,Roma,47,661.31,31081.569999999996
641,2025-05-21,Monitor,Networking,Torino,48,89.07,4275.36
642,2025-08-30,Mouse,Accessori,Napoli,23,1585.81,36473.63
643,2025-08-08,Laptop,Accessori,Venezia,45,1077.47,48486.15
644,2025-05-06,Tastiera,Periferiche,Torino,17,1379.4,23449.800000000003
645,2025-02-27,Tablet,Networking,Palermo,40,453.13,18125.2
646,2025-05-28,Webcam,Networking,Genova,21,753.91,15832.109999999999
647,2025-11-13,Mouse,Networking,Napoli,2,1666.28,3332.56
648,2025-12-27,Webcam,Elettronica,Milano,37,2413.95,89316.15
649,2025-01-01,Smartphone,Periferiche,Milano,6,145.03,870.1800000000001
650,2025-12-14,Smartphone,Networking,Milano,44,2228.15,98038.6
651,2025-07-09,Monitor,Networking,Milano,18,1450.67,26112.06
652,2025-07-10,Laptop,Networking,Genova,30,1418.52,42555.6
653,2025-11-08,Tablet,Elettronica,Torino,22,1260.69,27735.18
654,2025-04-27,Hard Disk,Elettronica,Bologna,33,192.1,6339.3
655,2025-05-14,Mouse,Accessori,Torino,30,242.89,7286.7
656,2025-02-27,Mouse,Periferiche,Firenze,17,1510.26,25674.42
657,2025-02-13,Monitor,Accessori,Venezia,43,865.58,37219.94
658,2025-06-22,Smartphone,Periferiche,Roma,32,2294.82,73434.24
659,2025-06-09,Monitor,Elettronica,Bologna,42,1028.34,43190.28
660,2025-06-22,Tastiera,Networking,Bologna,14,375.34,5254.759999999999
661,2025-11-13,Tablet,Accessori,Torino,10,1792.5,17925.0
662,2025-10-30,Laptop,Networking,Bologna,47,747.52,35133.44
663,2025-05-29,Router,Accessori,Verona,36,1323.17,47634.12
664,2025-03-21,Stampante,Elettronica,Verona,34,1750.63,59521.420000000006
665,2025-08-01,Stampante,Elettronica,Firenze,9,2252.65,20273.850000000002
666,2025-07-22,Monitor,Elettronica,Roma,42,1984.63,83354.46
667,2025-09-09,Tastiera,Accessori,Palermo,28,1697.38,47526.64
668,2025-08-17,Tablet,Periferiche,Genova,11,1705.49,18760.39
669,2025-06-13,Hard Disk,Accessori,Torino,14,2365.89,33122.46
670,2025-08-15,Stampante,Periferiche,Genova,39,753.64,29391.96
671,2025-05-27,Tablet,Accessori,Palermo,47,22.76,1069.72
672,2025-01-20,Laptop,Accessori,Torino,19,694.45,13194.550000000001
673,2025-02-16,Webcam,Elettronica,Torino,15,560.37,8405.55
674,2025-08-21,Tastiera,Networking,Roma,28,1661.35,46517.799999999996
675,2025-11-01,Smartphone,Networking,Genova,24,1591.6,38198.399999999994
676,2025-01-14,Tablet,Periferiche,Verona,8,1491.78,11934.24
677,2025-05-23,Laptop,Networking,Milano,43,60.28,2592.04
678,2025-01-01,Hard Disk,Accessori,Genova,9,1827.37,16446.329999999998
679,2025-02-23,Router,Accessori,Venezia,47,822.36,38650.92
680,2025-09-16,Smartphone,Elettronica,Venezia,33,1669.34,55088.219999999994
681,2025-05-24,Router,Elettronica,Torino,33,1400.31,46210.229999999996
682,2025-01-12,Hard Disk,Networking,Milano,19,869.97,16529.43
683,2025-11-26,Laptop,Periferiche,Napoli,3,353.75,1061.25
684,2025-08-12,Stampante,Networking,Palermo,10,254.16,2541.6
685,2025-09-29,Router,Networking,Firenze,40,2082.17,83286.8
686,2025-12-24,Smartphone,Networking,Milano,47,2297.63,107988.61
687,2025-06-05,Monitor,Networking,Firenze,42,1631.47,68521.74
688,2025-01-08,Mouse,Accessori,Genova,1,276.52,276.52
689,2025-05-02,Tablet,Periferiche,Genova,29,1017.03,29493.87
690,2025-12-14,Stampante,Accessori,Firenze,34,1827.77,62144.18
691,2025-06-13,Router,Periferiche,Palermo,13,1953.96,25401.48
692,2025-03-31,Webcam,Elettronica,Milano,1,313.18,313.18
693,2025-05-16,Tablet,Networking,Napoli,34,20.08,682.7199999999999
694,2025-07-05,Monitor,Accessori,Torino,29,1786.1,51796.899999999994
695,2025-11-12,Hard Disk,Periferiche,Roma,48,904.36,43409.28
696,2025-06-27,Mouse,Elettronica,Genova,47,651.11,30602.170000000002
697,2025-01-28,Laptop,Elettronica,Venezia,13,51.99,675.87
698,2025-08-08,Monitor,Networking,Palermo,48,1359.94,65277.12
699,2025-12-23,Monitor,Periferiche,Roma,49,2130.85,104411.65
700,2025-02-10,Hard Disk,Accessori,Napoli,29,2394.93,69452.97
701,2025-08-16,Tastiera,Networking,Bologna,39,1423.05,55498.95
702,2025-07-11,Hard Disk,Accessori,Torino,24,1295.86,31100.64
703,2025-05-25,Tastiera,Elettronica,Genova,26,230.94,6004.44
704,2025-07-20,Tastiera,Accessori,Torino,17,1381.2,23480.4
705,2025-07-31,Stampante,Accessori,Roma,7,962.35,6736.45
706,2025-08-08,Stampante,Networking,Torino,13,1525.7,19834.100000000002
707,2025-08-28,Smartphone,Accessori,Bologna,5,984.04,4920.2
708,2025-02-15,Router,Networking,Roma,26,615.94,16014.440000000002
709,2025-02-04,Router,Elettronica,Genova,49,255.51,12519.99
710,2025-09-10,Laptop,Networking,Milano,3,801.0,2403.0
711,2025-03-23,Router,Networking,Venezia,7,259.68,1817.76
712,2025-09-13,Stampante,Periferiche,Roma,49,458.7,22476.3
713,2025-07-16,Smartphone,Accessori,Verona,39,2468.59,96275.01000000001
714,2025-10-30,Smartphone,Elettronica,Bologna,1,1121.38,1121.38
715,2025-01-10,Tastiera,Networking,Roma,49,1339.04,65612.95999999999
716,2025-11-08,Hard Disk,Elettronica,Roma,17,2186.57,37171.69
717,2025-10-13,Laptop,Periferiche,Verona,43,2489.01,107027.43000000001
718,2025-08-30,Tastiera,Accessori,Genova,25,1465.13,36628.25
719,2025-09-08,Hard Disk,Networking,Roma,3,2034.94,6104.82
720,2025-12-31,Router,Accessori,Venezia,15,830.81,12462.15
721,2025-01-05,Tastiera,Periferiche,Torino,29,778.25,22569.25
722,2025-04-29,Tablet,Periferiche,Genova,43,1018.71,43804.53
723,2025-10-16,Router,Elettronica,Venezia,32,1687.82,54010.24
724,2025-03-06,Hard Disk,Networking,Genova,26,1711.84,44507.84
725,2025-05-26,Laptop,Elettronica,Venezia,16,801.79,12828.64
726,2025-08-12,Hard Disk,Periferiche,Bologna,25,350.36,8759.0
727,2025-08-27,Tastiera,Accessori,Venezia,28,1588.34,44473.52
728,2025-06-26,Tastiera,Elettronica,Firenze,9,338.25,3044.25
729,2025-09-24,Monitor,Elettronica,Venezia,1,1454.66,1454.66
730,2025-12-07,Laptop,Accessori,Milano,29,1739.69,50451.01
731,2025-10-09,Webcam,Elettronica,Milano,22,1757.52,38665.44
732,2025-03-04,Router,Accessori,Palermo,16,1888.61,30217.76
733,2025-08-05,Smartphone,Networking,Firenze,41,2184.69,89572.29000000001
734,2025-12-08,Laptop,Accessori,Firenze,44,1259.9,55435.600000000006
735,2025-11-11,Smartphone,Networking,Torino,41,1831.02,75071.81999999999
736,2025-10-10,Laptop,Accessori,Firenze,7,1555.55,10888.85
737,2025-06-26,Laptop,Periferiche,Torino,14,482.87,6760.18
738,2025-04-08,Hard Disk,Periferiche,Palermo,29,83.71,2427.5899999999997
739,2025-04-15,Laptop,Networking,Palermo,19,725.66,13787.539999999999
740,2025-04-09,Monitor,Networking,Bologna,19,1118.72,21255.68
741,2025-11-07,Webcam,Periferiche,Milano,2,1550.42,3100.84
742,2025-01-06,Tastiera,Networking,Venezia,41,2127.9,87243.90000000001
743,2025-07-16,Mouse,Accessori,Venezia,45,506.69,22801.05
744,2025-12-17,Smartphone,Accessori,Verona,15,331.36,4970.400000000001
745,2025-05-13,Tastiera,Periferiche,Verona,3,2409.43,7228.289999999999
746,2025-12-24,Mouse,Elettronica,Napoli,11,287.95,3167.45
747,2025-09-16,Webcam,Accessori,Genova,46,1206.66,55506.36
748,2025-01-23,Webcam,Networking,Bologna,30,1472.2,44166.0
749,2025-02-22,Smartphone,Elettronica,Napoli,40,1362.61,54504.399999999994
750,2025-06-14,Smartphone,Elettronica,Napoli,18,233.36,4200.4800000000005
751,2025-07-21,Webcam,Accessori,Roma,48,161.43,7748.64
752,2025-03-24,Mouse,Accessori,Roma,2,281.6,563.2
753,2025-05-25,Laptop,Elettronica,Napoli,32,1472.26,47112.32
754,2025-03-26,Router,Elettronica,Firenze,8,1369.98,10959.84
755,2025-03-19,Tablet,Periferiche,Genova,22,599.68,13192.96
756,2025-01-01,Tastiera,Networking,Bologna,6,1601.68,9610.08
757,2025-02-20,Hard Disk,Periferiche,Napoli,12,2053.77,24645.239999999998
758,2025-06-22,Tastiera,Accessori,Venezia,47,123.12,5786.64
759,2025-07-24,Hard Disk,Periferiche,Genova,40,1255.36,50214.399999999994
760,2025-09-17,Mouse,Periferiche,Roma,36,1729.49,62261.64
761,2025-10-15,Hard Disk,Periferiche,Venezia,15,645.73,9685.95
762,2025-02-03,Smartphone,Periferiche,Roma,28,783.27,21931.559999999998
763,2025-12-14,Router,Networking,Roma,49,1541.82,75549.18
764,2025-04-05,Router,Networking,Genova,45,2246.88,101109.6
765,2025-03-13,Smartphone,Elettronica,Roma,18,2028.61,36514.979999999996
766,2025-02-08,Monitor,Accessori,Palermo,2,1466.16,2932.32
767,2025-06-03,Mouse,Periferiche,Milano,13,1830.95,23802.350000000002
768,2025-09-07,Monitor,Elettronica,Palermo,45,924.76,41614.2
